customer_id,acquisition_channel,total_orders,avg_order_value,total_spend,days_since_last_order,cart_abandonment_count,email_open_rate,first_purchase_date,churn_date,churned
4742,Organic,7,69.87,489.09,31,5,34.3,2025-11-12,,0
4743,Email,9,33.53,301.77,20,0,100.0,2025-09-06,,0
4744,Organic,15,62.22,933.3,13,0,92.2,2026-06-06,,0
4745,Paid Search,11,33.34,366.74,0,0,72.5,2026-08-25,2026-08-30,1
4746,Email,11,27.81,305.91,87,4,56.3,2026-01-09,,0
4747,Organic,10,10.0,100.0,35,1,73.2,2026-07-22,,0
4748,Organic,14,10.0,140.0,59,1,66.3,2026-03-28,,0
4749,Paid Search,12,28.77,345.24,115,4,42.6,2025-09-25,2026-03-03,1
4750,Paid Search,2,15.9,31.8,115,2,40.9,2026-01-02,2026-01-02,1
4751,Email,4,57.37,229.48,154,5,26.1,2025-09-23,2026-02-06,1
4752,Email,12,63.79,765.48,75,3,40.7,2026-08-20,,0
4753,Paid Search,11,39.02,429.22,45,4,57.4,2025-12-17,2026-06-20,1
4754,Email,11,43.02,473.22,74,2,52.7,2026-05-09,,0
4755,Social Media,3,21.5,64.5,102,1,56.2,2026-08-04,2026-08-17,1
4756,Email,9,28.31,254.79,128,3,45.4,2026-05-11,,0
4757,Organic,4,59.41,237.64,106,4,34.1,2025-09-25,,0
4758,Paid Search,8,58.43,467.44,82,7,26.0,2026-04-01,2026-07-23,1
4759,Organic,11,42.3,465.3,104,5,31.0,2025-10-01,2025-12-27,1
4760,Organic,12,20.05,240.6,87,2,35.3,2026-07-21,,0
4761,Social Media,15,72.51,1087.65,72,1,83.1,2026-01-04,,0
4762,Organic,10,36.51,365.1,78,2,31.2,2026-03-25,,0
4763,Paid Search,16,10.0,160.0,26,1,70.6,2026-05-14,,0
4764,Social Media,21,47.02,987.42,43,0,88.5,2026-02-15,,0
4765,Organic,5,18.75,93.75,105,4,27.8,2026-01-19,,0
4766,Paid Search,4,41.44,165.76,119,9,18.6,2026-08-22,,0
4767,Social Media,13,63.68,827.84,107,4,39.3,2026-01-05,2026-05-29,1
4768,Email,5,38.29,191.45,65,1,42.2,2026-05-14,,0
4769,Organic,7,26.63,186.41,99,1,65.6,2025-11-11,,0
4770,Email,14,75.83,1061.62,38,4,65.2,2026-06-28,,0
4771,Email,12,156.26,1875.12,71,3,86.5,2026-05-19,,0
4772,Social Media,5,41.14,205.7,67,1,64.3,2025-09-11,,0
4773,Paid Search,14,10.0,140.0,62,2,57.2,2026-06-02,,0
4774,Social Media,10,54.0,540.0,119,1,19.0,2026-07-15,2026-07-29,1
4775,Email,2,41.57,83.14,102,4,73.8,2026-02-12,,0
4776,Paid Search,13,58.09,755.17,70,4,46.1,2026-01-14,,0
4777,Email,1,39.58,39.58,67,3,49.5,2026-02-06,,0
4778,Email,1,45.33,45.33,182,1,24.7,2026-04-07,,0
4779,Paid Search,14,13.25,185.5,100,1,41.0,2026-07-23,,0
4780,Social Media,7,27.86,195.02,66,0,42.3,2026-05-19,,0
4781,Paid Search,8,13.95,111.6,53,4,32.2,2026-08-11,2026-08-23,1
4782,Social Media,9,35.78,322.02,153,3,33.1,2025-10-24,,0
4783,Email,1,63.02,63.02,84,4,48.6,2026-05-29,,0
4784,Organic,5,23.9,119.5,168,5,46.9,2026-01-01,,0
4785,Organic,10,10.0,100.0,81,1,33.8,2026-05-29,,0
4786,Paid Search,19,24.44,464.36,61,1,90.5,2026-01-17,2026-04-08,1
4787,Email,6,25.33,151.98,66,2,57.0,2026-07-29,,0
4788,Paid Search,1,42.15,42.15,196,3,26.3,2026-07-28,,0
4789,Email,12,11.65,139.8,0,0,74.1,2026-05-08,,0
4790,Paid Search,11,14.58,160.38,30,0,60.6,2026-05-29,,0
4791,Organic,16,42.18,674.88,47,2,46.7,2026-05-06,,0
4792,Email,11,97.57,1073.27,60,1,54.3,2026-05-23,,0
4793,Social Media,11,30.92,340.12,50,0,78.7,2025-12-21,,0
4794,Paid Search,2,69.47,138.94,114,5,24.9,2026-03-26,2026-05-07,1
4795,Organic,11,43.55,479.05,47,2,70.0,2026-07-06,,0
4796,Organic,10,77.18,771.8,53,3,83.5,2025-09-29,2026-06-12,1
4797,Organic,8,119.3,954.4,14,2,70.6,2026-01-12,2026-04-24,1
4798,Paid Search,6,49.77,298.62,108,3,42.6,2026-04-06,2026-06-21,1
4799,Social Media,10,10.0,100.0,74,1,100.0,2026-02-27,,0
4800,Paid Search,1,30.49,30.49,116,2,19.0,2026-05-04,2026-07-30,1
4801,Organic,14,10.0,140.0,84,1,66.0,2026-04-10,2026-06-17,1
4802,Organic,2,15.61,31.22,180,9,15.5,2026-08-06,2026-08-06,1
4803,Paid Search,8,32.86,262.88,93,3,66.3,2025-11-01,,0
4804,Email,14,41.76,584.64,48,0,87.5,2026-04-13,,0
4805,Paid Search,14,91.92,1286.88,116,5,30.5,2025-12-20,,0
4806,Organic,23,18.1,416.3,57,0,100.0,2026-08-12,,0
4807,Social Media,6,53.73,322.38,112,4,74.7,2026-07-29,,0
4808,Email,7,29.18,204.26,84,0,58.5,2026-04-20,2026-06-29,1
4809,Social Media,10,34.74,347.4,19,1,69.5,2026-08-18,,0
4810,Email,6,15.28,91.68,141,5,18.0,2025-09-12,,0
4811,Email,9,78.96,710.64,82,1,48.2,2026-08-17,,0
4812,Social Media,8,10.0,80.0,119,3,52.3,2026-02-10,,0
4813,Email,20,36.0,720.0,50,1,73.8,2026-04-25,,0
4814,Organic,2,41.66,83.32,127,2,51.6,2026-06-16,2026-07-04,1
4815,Email,10,30.38,303.8,133,4,64.0,2026-07-11,2026-08-06,1
4816,Email,11,39.66,436.26,55,5,32.8,2026-05-14,2026-06-21,1
4817,Email,2,13.15,26.3,98,2,16.6,2026-08-13,2026-08-18,1
4818,Paid Search,13,102.35,1330.55,49,3,20.2,2026-02-04,,0
4819,Social Media,5,38.23,191.15,63,0,13.9,2026-06-07,2026-06-26,1
4820,Organic,16,28.42,454.72,99,3,59.1,2026-08-24,,0
4821,Social Media,10,38.2,382.0,79,0,52.5,2026-07-20,,0
4822,Paid Search,9,36.49,328.41,64,0,83.5,2025-10-07,2026-05-07,1
4823,Social Media,9,145.18,1306.62,50,1,93.7,2026-06-05,,0
4824,Social Media,9,67.8,610.2,49,1,64.9,2026-02-01,,0
4825,Paid Search,9,34.04,306.36,37,3,53.4,2026-04-04,,0
4826,Organic,1,125.21,125.21,125,0,78.7,2026-03-05,,0
4827,Paid Search,9,97.5,877.5,103,2,83.1,2025-10-24,,0
4828,Social Media,4,25.23,100.92,112,3,21.9,2025-12-13,,0
4829,Social Media,5,155.17,775.85,122,3,0.0,2026-02-11,,0
4830,Social Media,14,22.85,319.9,46,3,63.1,2026-06-19,,0
4831,Organic,10,52.69,526.9,27,0,78.5,2025-10-25,,0
4832,Email,11,84.94,934.34,45,1,65.6,2026-08-24,,0
4833,Social Media,1,14.39,14.39,166,5,8.0,2026-02-09,2026-03-07,1
4834,Organic,11,20.29,223.19,104,6,58.7,2026-01-19,,0
4835,Paid Search,5,52.51,262.55,51,3,24.1,2025-09-20,,0
4836,Paid Search,5,82.21,411.05,141,3,38.3,2026-07-04,,0
4837,Paid Search,9,35.49,319.41,42,0,56.7,2026-05-18,2026-08-04,1
4838,Organic,1,10.66,10.66,109,3,26.3,2026-08-27,2026-08-30,1
4839,Organic,6,133.43,800.58,107,5,21.9,2026-06-02,,0
4840,Organic,15,49.33,739.95,0,2,66.7,2025-09-26,,0
4841,Organic,20,56.14,1122.8,27,1,89.8,2026-08-28,,0
4842,Organic,12,14.14,169.68,83,2,45.2,2025-11-17,,0
4843,Email,23,103.41,2378.43,54,0,81.7,2025-09-24,,0
4844,Paid Search,13,23.76,308.88,69,1,66.6,2026-07-21,,0
4845,Paid Search,1,19.76,19.76,160,4,8.8,2026-04-22,,0
4846,Social Media,1,88.28,88.28,130,5,28.9,2025-10-08,2025-11-13,1
4847,Paid Search,16,10.39,166.24,89,3,69.0,2025-12-12,,0
4848,Organic,14,61.1,855.4,49,0,81.4,2026-08-07,,0
4849,Organic,12,22.35,268.2,108,1,20.7,2025-10-20,,0
4850,Organic,1,59.74,59.74,120,1,37.0,2025-11-11,2026-03-08,1
4851,Social Media,7,56.48,395.36,66,4,15.8,2026-05-10,,0
4852,Paid Search,14,34.29,480.06,42,2,66.6,2026-04-02,,0
4853,Paid Search,8,92.48,739.84,71,6,18.6,2026-05-12,2026-07-25,1
4854,Social Media,11,32.61,358.71,43,3,71.3,2026-02-23,,0
4855,Email,18,148.54,2673.72,20,0,79.2,2025-11-20,,0
4856,Paid Search,22,92.61,2037.42,54,3,82.4,2025-12-31,,0
4857,Paid Search,6,52.3,313.8,94,4,38.6,2025-09-12,,0
4858,Paid Search,13,47.87,622.31,96,3,65.0,2026-07-26,2026-08-12,1
4859,Social Media,3,12.21,36.63,74,1,96.1,2025-09-28,,0
4860,Social Media,9,83.98,755.82,59,5,29.3,2025-10-04,,0
4861,Social Media,9,30.89,278.01,0,0,92.2,2026-04-14,,0
4862,Organic,14,57.17,800.38,93,0,56.9,2026-07-10,,0
4863,Paid Search,1,134.03,134.03,179,4,0.0,2026-06-10,2026-07-05,1
4864,Email,4,112.49,449.96,125,0,29.3,2025-09-22,,0
4865,Paid Search,13,16.88,219.44,77,1,66.6,2026-08-28,,0
4866,Email,6,29.97,179.82,36,0,67.8,2026-07-29,,0
4867,Paid Search,3,37.98,113.94,74,4,63.6,2026-08-05,2026-08-13,1
4868,Paid Search,11,90.43,994.73,28,2,75.3,2026-06-30,,0
4869,Paid Search,12,90.43,1085.16,102,2,15.2,2025-11-16,,0
4870,Paid Search,12,59.79,717.48,52,1,75.9,2026-08-10,,0
4871,Email,4,63.01,252.04,64,1,31.8,2025-09-13,,0
4872,Organic,4,40.32,161.28,174,3,36.1,2026-04-08,,0
4873,Social Media,17,57.4,975.8,61,3,43.9,2026-02-18,,0
4874,Social Media,10,33.96,339.6,102,3,20.4,2026-01-28,,0
4875,Email,1,72.31,72.31,126,6,39.4,2025-11-08,,0
4876,Social Media,1,55.1,55.1,163,3,3.4,2026-01-15,,0
4877,Email,10,95.49,954.9,47,3,88.8,2026-08-09,,0
4878,Email,7,70.25,491.75,109,6,35.9,2025-11-02,,0
4879,Paid Search,3,26.97,80.91,81,2,33.0,2026-07-30,2026-08-14,1
4880,Email,1,10.0,10.0,92,4,15.0,2026-02-20,,0
4881,Email,14,29.25,409.5,78,0,92.9,2025-10-19,,0
4882,Organic,8,50.2,401.6,73,1,64.2,2026-02-26,2026-05-05,1
4883,Social Media,6,33.71,202.26,97,4,44.0,2026-03-31,,0
4884,Organic,16,30.42,486.72,38,1,93.2,2026-05-04,,0
4885,Social Media,20,32.97,659.4,80,3,52.7,2025-11-18,,0
4886,Organic,8,55.63,445.04,99,2,87.0,2026-01-06,,0
4887,Social Media,15,23.55,353.25,76,2,64.4,2025-11-09,,0
4888,Paid Search,12,63.48,761.76,33,1,85.9,2025-10-04,,0
4889,Social Media,13,62.28,809.64,0,0,93.8,2026-01-27,,0
4890,Organic,14,81.68,1143.52,59,0,56.2,2026-04-24,,0
4891,Social Media,1,247.75,247.75,139,4,7.4,2026-01-27,,0
4892,Paid Search,3,10.0,30.0,97,7,20.1,2026-04-23,,0
4893,Social Media,7,61.32,429.24,135,2,34.6,2026-06-18,2026-07-10,1
4894,Paid Search,8,68.81,550.48,81,2,40.2,2026-04-28,2026-08-07,1
4895,Organic,13,25.64,333.32,72,0,72.0,2026-03-10,,0
4896,Paid Search,11,38.33,421.63,104,3,40.0,2026-06-09,2026-08-08,1
4897,Email,3,31.06,93.18,108,3,14.1,2026-05-08,2026-07-01,1
4898,Organic,12,63.67,764.04,119,2,32.8,2026-02-06,2026-03-08,1
4899,Social Media,4,101.65,406.6,117,5,30.4,2026-07-13,2026-07-25,1
4900,Organic,15,18.08,271.2,28,1,66.6,2026-07-24,,0
4901,Social Media,1,76.97,76.97,78,3,62.5,2025-11-22,2026-01-21,1
4902,Organic,12,102.21,1226.52,67,2,82.3,2025-10-31,,0
4903,Paid Search,18,32.18,579.24,0,1,94.9,2026-05-09,,0
4904,Paid Search,22,13.85,304.7,47,0,83.6,2026-07-12,,0
4905,Organic,7,28.91,202.37,121,3,8.2,2026-03-16,,0
4906,Paid Search,13,14.97,194.61,110,2,36.4,2026-06-29,,0
4907,Paid Search,5,136.67,683.35,50,2,61.7,2025-10-15,,0
4908,Paid Search,13,151.51,1969.63,39,1,67.1,2026-08-06,,0
4909,Email,14,114.35,1600.9,79,3,54.4,2026-03-01,,0
4910,Paid Search,3,31.21,93.63,113,3,22.6,2026-04-14,,0
4911,Email,12,107.29,1287.48,65,5,49.9,2026-03-14,2026-05-31,1
4912,Paid Search,4,14.61,58.44,170,3,11.4,2025-11-28,2026-03-14,1
4913,Organic,12,85.76,1029.12,19,1,34.9,2026-05-28,,0
4914,Organic,11,30.09,330.99,34,2,69.5,2025-10-03,,0
4915,Paid Search,5,10.0,50.0,45,3,24.3,2025-09-09,,0
4916,Paid Search,20,63.65,1273.0,65,0,44.5,2026-03-26,2026-07-13,1
4917,Email,9,48.73,438.57,112,4,27.2,2026-04-13,,0
4918,Social Media,15,65.82,987.3,54,1,100.0,2026-06-07,,0
4919,Social Media,7,69.24,484.68,121,1,58.9,2025-11-08,,0
4920,Paid Search,6,57.84,347.04,96,5,56.0,2025-12-10,,0
4921,Paid Search,7,53.04,371.28,122,2,42.3,2026-03-20,2026-06-22,1
4922,Social Media,14,37.18,520.52,51,1,72.4,2025-12-23,,0
4923,Organic,12,79.03,948.36,73,3,66.3,2026-04-19,,0
4924,Organic,5,61.55,307.75,118,3,37.0,2025-12-26,,0
4925,Paid Search,5,23.67,118.35,114,2,68.5,2025-11-05,,0
4926,Organic,8,16.74,133.92,82,2,59.9,2026-03-23,,0
4927,Social Media,2,41.23,82.46,98,0,62.0,2025-12-31,2026-03-09,1
4928,Organic,13,104.1,1353.3,40,0,98.8,2026-02-06,,0
4929,Organic,2,54.24,108.48,129,2,27.6,2026-08-05,,0
4930,Email,7,109.57,766.99,121,2,53.8,2026-08-09,2026-08-17,1
4931,Email,22,21.37,470.14,23,0,77.1,2026-05-27,2026-07-03,1
4932,Paid Search,5,59.05,295.25,0,3,100.0,2026-06-01,,0
4933,Paid Search,16,58.29,932.64,134,2,48.6,2026-06-23,2026-07-19,1
4934,Social Media,5,91.83,459.15,86,1,29.9,2025-09-27,,0
4935,Organic,7,38.03,266.21,101,1,15.6,2026-01-22,2026-02-02,1
4936,Paid Search,8,62.96,503.68,37,1,61.1,2026-08-16,,0
4937,Organic,11,91.25,1003.75,78,3,24.9,2025-10-06,,0
4938,Paid Search,6,41.76,250.56,114,1,30.9,2026-05-13,2026-05-18,1
4939,Email,13,20.06,260.78,38,2,56.2,2025-09-05,,0
4940,Social Media,1,109.37,109.37,110,3,39.1,2026-06-10,2026-07-14,1
4941,Email,9,62.23,560.07,87,3,49.4,2026-08-01,,0
4942,Social Media,18,27.88,501.84,31,0,81.3,2026-07-15,,0
4943,Social Media,11,50.77,558.47,80,1,47.2,2026-04-13,,0
4944,Social Media,22,136.75,3008.5,0,0,85.9,2025-09-28,,0
4945,Social Media,13,76.12,989.56,67,4,12.3,2026-02-11,,0
4946,Paid Search,6,37.2,223.2,100,1,73.0,2026-07-17,2026-07-25,1
4947,Organic,14,19.73,276.22,76,4,21.3,2026-05-07,2026-05-15,1
4948,Paid Search,11,10.0,110.0,43,0,38.6,2026-03-06,2026-07-10,1
4949,Organic,10,88.06,880.6,57,1,76.6,2026-02-14,,0
4950,Paid Search,11,10.0,110.0,61,1,66.2,2025-10-29,,0
4951,Organic,6,42.94,257.64,105,5,34.5,2026-08-15,,0
4952,Social Media,1,34.68,34.68,54,4,68.0,2026-08-30,,0
4953,Organic,13,62.71,815.23,15,1,88.7,2025-12-12,,0
4954,Organic,4,44.82,179.28,93,0,55.4,2026-07-23,,0
4955,Paid Search,13,60.71,789.23,139,2,10.5,2025-12-25,2026-03-19,1
4956,Organic,22,90.64,1994.08,0,1,95.8,2026-04-29,,0
4957,Email,17,36.74,624.58,0,1,81.8,2026-04-12,,0
4958,Paid Search,11,80.99,890.89,75,1,86.5,2026-07-09,2026-07-27,1
4959,Paid Search,1,121.46,121.46,168,3,1.0,2025-11-22,2026-06-30,1
4960,Organic,7,52.17,365.19,18,5,44.6,2026-06-26,,0
4961,Email,20,65.87,1317.4,70,0,74.8,2026-08-29,,0
4962,Social Media,4,18.61,74.44,143,5,22.0,2026-01-28,,0
4963,Paid Search,1,44.2,44.2,86,7,0.0,2026-07-07,,0
4964,Organic,16,11.27,180.32,90,0,71.7,2026-06-30,,0
4965,Social Media,16,36.32,581.12,64,3,70.5,2026-06-13,,0
4966,Email,14,37.05,518.7,104,2,38.0,2026-01-10,,0
4967,Paid Search,12,147.27,1767.24,71,2,52.4,2025-11-30,,0
4968,Organic,8,25.98,207.84,159,6,22.1,2025-10-01,2025-11-26,1
4969,Organic,11,44.27,486.97,81,0,62.8,2025-09-07,,0
4970,Organic,9,32.49,292.41,53,0,95.8,2026-06-09,,0
4971,Social Media,11,39.14,430.54,102,3,79.1,2026-06-14,,0
4972,Email,14,58.0,812.0,58,6,48.9,2026-06-15,,0
4973,Email,8,71.66,573.28,163,3,58.0,2026-06-24,,0
4974,Social Media,5,40.61,203.05,141,3,15.0,2026-08-27,,0
4975,Organic,4,32.04,128.16,102,3,32.7,2026-01-29,2026-03-17,1
4976,Email,4,123.47,493.88,62,7,63.3,2026-08-26,,0
4977,Paid Search,21,18.67,392.07,0,1,59.0,2026-08-17,,0
4978,Paid Search,14,10.0,140.0,70,4,30.0,2026-04-09,,0
4979,Social Media,13,108.19,1406.47,22,2,100.0,2025-11-09,,0
4980,Organic,8,10.16,81.28,137,2,51.5,2026-03-06,,0
4981,Email,8,97.92,783.36,66,1,55.2,2026-04-08,,0
4982,Email,6,16.16,96.96,113,1,11.2,2026-06-26,2026-07-14,1
4983,Social Media,19,28.31,537.89,54,0,61.3,2025-12-26,,0
4984,Social Media,1,27.66,27.66,88,1,60.6,2026-05-06,2026-08-06,1
4985,Paid Search,5,36.41,182.05,156,6,0.1,2025-09-02,2025-12-21,1
4986,Organic,8,91.65,733.2,88,4,15.0,2026-07-11,,0
4987,Social Media,12,10.77,129.24,77,4,67.8,2025-11-18,,0
4988,Social Media,17,41.21,700.57,71,3,34.9,2025-12-26,,0
4989,Email,11,56.28,619.08,117,3,0.1,2026-04-20,,0
4990,Organic,10,53.78,537.8,102,1,60.0,2026-04-10,,0
4991,Paid Search,11,96.15,1057.65,83,4,43.0,2025-09-14,2026-01-13,1
4992,Paid Search,6,53.14,318.84,84,4,11.8,2025-12-06,2026-04-09,1
4993,Social Media,3,49.25,147.75,130,5,37.6,2026-08-16,,0
4994,Social Media,12,67.04,804.48,63,2,69.9,2026-02-12,,0
4995,Email,11,22.91,252.01,99,3,34.5,2025-12-04,2025-12-28,1
4996,Organic,6,40.98,245.88,83,2,54.7,2026-04-16,,0
4997,Paid Search,4,46.25,185.0,116,2,45.1,2025-12-22,,0
4998,Organic,5,95.03,475.15,154,5,22.4,2026-01-15,,0
4999,Organic,5,27.82,139.1,65,3,64.2,2026-05-04,,0
5000,Paid Search,1,40.15,40.15,141,4,9.5,2026-08-29,,0
5001,Social Media,3,43.82,131.46,121,5,14.9,2026-08-19,2026-08-24,1
5002,Paid Search,8,41.18,329.44,173,4,26.7,2025-12-23,2026-03-12,1
5003,Paid Search,16,23.45,375.2,79,0,79.1,2025-11-22,,0
5004,Social Media,6,68.61,411.66,87,0,43.0,2026-04-18,2026-06-22,1
5005,Email,8,40.47,323.76,36,3,51.8,2026-03-11,2026-06-28,1
5006,Organic,14,31.4,439.6,63,2,42.8,2026-02-25,,0
5007,Paid Search,9,11.97,107.73,89,1,48.5,2025-10-13,,0
5008,Social Media,6,10.0,60.0,73,2,49.5,2026-02-21,2026-03-07,1
5009,Social Media,5,77.16,385.8,72,3,15.6,2026-02-04,,0
5010,Email,13,24.38,316.94,82,2,48.2,2026-02-09,2026-08-07,1
5011,Organic,21,14.2,298.2,19,0,91.7,2026-07-15,,0
5012,Paid Search,9,16.96,152.64,129,1,23.5,2025-12-18,,0
5013,Email,6,47.62,285.72,94,1,48.9,2025-10-04,2026-06-10,1
5014,Paid Search,4,22.63,90.52,117,2,18.8,2026-07-22,2026-08-23,1
5015,Paid Search,24,74.72,1793.28,0,1,97.1,2026-08-05,,0
5016,Email,12,24.8,297.6,96,2,31.4,2026-03-06,2026-06-25,1
5017,Organic,7,44.97,314.79,89,3,40.2,2025-11-25,,0
5018,Social Media,13,38.27,497.51,110,2,20.2,2026-08-01,,0
5019,Email,1,46.76,46.76,186,7,0.0,2025-12-03,,0
5020,Organic,19,64.01,1216.19,33,1,63.4,2026-06-07,,0
5021,Social Media,9,62.19,559.71,114,3,43.3,2026-06-26,,0
5022,Paid Search,5,23.65,118.25,40,3,52.2,2026-06-23,2026-08-04,1
5023,Email,6,106.19,637.14,79,7,26.0,2026-02-20,,0
5024,Email,16,28.07,449.12,43,1,53.8,2026-01-25,,0
5025,Email,21,10.0,210.0,60,2,71.9,2026-03-16,2026-07-19,1
5026,Organic,1,43.57,43.57,111,2,38.0,2026-01-22,,0
5027,Social Media,11,57.17,628.87,88,1,44.3,2025-11-11,2025-12-18,1
5028,Email,10,33.77,337.7,112,1,33.9,2025-11-01,,0
5029,Social Media,1,10.59,10.59,176,2,0.0,2025-12-08,2025-12-26,1
5030,Social Media,1,10.0,10.0,119,4,7.7,2026-02-22,2026-03-21,1
5031,Organic,8,41.32,330.56,79,3,34.8,2026-06-13,2026-07-24,1
5032,Email,7,13.23,92.61,68,1,100.0,2025-12-03,,0
5033,Organic,10,83.26,832.6,64,1,43.3,2025-12-29,,0
5034,Paid Search,17,34.32,583.44,18,1,75.3,2025-10-11,,0
5035,Email,10,26.67,266.7,74,1,39.2,2025-12-14,,0
5036,Email,6,129.27,775.62,116,2,48.1,2026-07-14,,0
5037,Email,12,10.0,120.0,75,1,92.4,2026-02-05,,0
5038,Paid Search,4,56.79,227.16,109,7,22.1,2025-12-11,2026-02-11,1
5039,Organic,12,15.98,191.76,69,1,60.9,2025-09-02,,0
5040,Paid Search,17,107.84,1833.28,52,2,51.4,2026-05-04,,0
5041,Organic,9,10.0,90.0,61,3,64.1,2025-10-22,,0
5042,Email,1,44.08,44.08,132,5,11.0,2026-05-22,2026-07-09,1
5043,Social Media,1,58.73,58.73,124,3,0.2,2026-04-16,2026-04-23,1
5044,Paid Search,6,14.16,84.96,140,4,0.0,2025-09-14,2026-01-24,1
5045,Organic,11,56.98,626.78,139,2,35.8,2026-07-03,,0
5046,Paid Search,14,24.04,336.56,75,1,40.4,2026-06-17,2026-07-18,1
5047,Email,15,52.11,781.65,75,5,15.5,2025-10-31,2026-04-30,1
5048,Social Media,6,32.46,194.76,136,2,46.1,2025-10-02,2025-12-24,1
5049,Organic,8,65.53,524.24,144,4,21.3,2026-07-24,2026-07-29,1
5050,Organic,1,33.23,33.23,99,5,48.9,2025-11-04,,0
5051,Paid Search,5,49.82,249.1,131,2,36.9,2026-01-28,,0
5052,Organic,6,72.92,437.52,70,2,44.6,2025-10-15,2026-04-05,1
5053,Email,13,30.31,394.03,22,1,94.6,2026-03-03,,0
5054,Social Media,17,45.2,768.4,130,2,48.9,2026-01-30,2026-03-17,1
5055,Organic,13,60.92,791.96,36,1,58.3,2026-06-08,,0
5056,Social Media,3,24.25,72.75,89,3,20.7,2026-01-30,2026-05-11,1
5057,Paid Search,15,36.4,546.0,37,1,42.7,2026-04-01,,0
5058,Organic,10,109.72,1097.2,13,0,74.1,2026-04-07,,0
5059,Social Media,6,51.15,306.9,21,2,40.0,2026-05-21,,0
5060,Organic,12,77.44,929.28,153,4,24.7,2026-04-07,2026-04-13,1
5061,Paid Search,8,32.66,261.28,112,4,10.0,2026-07-01,2026-07-26,1
5062,Email,9,56.94,512.46,143,1,32.1,2025-10-25,2025-11-25,1
5063,Email,2,33.13,66.26,173,4,14.0,2026-04-06,,0
5064,Paid Search,12,31.57,378.84,34,3,51.6,2026-04-12,,0
5065,Social Media,13,10.0,130.0,158,2,29.1,2025-09-08,,0
5066,Organic,12,29.18,350.16,88,0,48.7,2026-03-07,,0
5067,Social Media,1,150.2,150.2,53,4,56.4,2025-12-18,,0
5068,Organic,24,37.56,901.44,0,0,82.5,2025-09-02,,0
5069,Social Media,7,34.95,244.65,122,5,18.7,2025-10-21,,0
5070,Organic,10,91.63,916.3,83,2,65.1,2026-04-24,,0
5071,Email,14,52.79,739.06,82,0,52.8,2026-02-18,,0
5072,Email,9,30.42,273.78,92,6,61.2,2025-11-04,,0
5073,Paid Search,11,44.12,485.32,61,4,47.9,2026-03-02,,0
5074,Social Media,5,12.1,60.5,94,2,35.6,2026-05-22,,0
5075,Organic,5,56.28,281.4,86,4,50.2,2026-02-20,,0
5076,Social Media,11,58.5,643.5,64,1,63.4,2026-08-22,,0
5077,Organic,16,32.22,515.52,59,2,58.0,2025-10-14,,0
5078,Organic,14,40.05,560.7,0,0,100.0,2026-01-27,,0
5079,Social Media,8,54.64,437.12,66,3,84.1,2026-05-30,,0
5080,Paid Search,9,11.26,101.34,92,2,14.3,2026-03-10,2026-06-13,1
5081,Paid Search,6,48.12,288.72,112,4,53.6,2026-08-20,,0
5082,Paid Search,2,112.32,224.64,113,3,26.8,2025-11-17,2025-12-26,1
5083,Organic,5,17.85,89.25,97,1,41.6,2026-02-19,2026-06-27,1
5084,Organic,16,36.72,587.52,70,0,83.5,2026-08-30,,0
5085,Social Media,5,95.54,477.7,55,1,54.6,2026-03-17,,0
5086,Social Media,5,43.19,215.95,88,8,29.0,2026-08-06,,0
5087,Organic,17,93.1,1582.7,32,1,80.0,2026-04-12,,0
5088,Paid Search,4,54.81,219.24,89,5,4.0,2025-10-22,2026-06-07,1
5089,Social Media,13,64.31,836.03,118,2,44.3,2026-01-05,,0
5090,Social Media,22,29.15,641.3,56,2,69.0,2026-03-09,,0
5091,Email,20,22.26,445.2,53,0,81.8,2026-02-26,,0
5092,Paid Search,8,69.7,557.6,36,5,25.4,2026-02-28,,0
5093,Paid Search,5,11.83,59.15,106,4,32.0,2026-07-27,,0
5094,Social Media,4,37.62,150.48,69,4,33.2,2026-06-10,,0
5095,Paid Search,7,56.1,392.7,124,2,41.1,2025-11-06,,0
5096,Organic,13,30.65,398.45,90,3,56.5,2025-09-28,,0
5097,Organic,8,37.95,303.6,125,5,39.4,2026-07-09,2026-07-14,1
5098,Email,9,61.07,549.63,70,3,30.8,2025-10-02,2026-04-14,1
5099,Organic,6,116.75,700.5,136,2,44.0,2026-08-20,,0
5100,Social Media,13,197.43,2566.59,62,3,37.3,2026-02-24,,0
5101,Social Media,12,100.09,1201.08,142,2,50.2,2025-11-02,,0
5102,Paid Search,10,34.43,344.3,105,2,30.4,2026-06-13,2026-08-06,1
5103,Email,14,28.72,402.08,44,1,67.0,2025-09-19,2026-06-28,1
5104,Social Media,1,18.84,18.84,120,3,0.8,2025-09-07,2025-12-06,1
5105,Organic,1,68.95,68.95,152,3,8.8,2026-03-30,,0
5106,Social Media,7,28.51,199.57,87,1,47.8,2025-10-10,,0
5107,Paid Search,5,42.51,212.55,158,2,46.0,2026-08-03,2026-08-09,1
5108,Paid Search,9,111.93,1007.37,99,0,31.1,2026-02-22,,0
5109,Social Media,5,38.37,191.85,60,3,28.6,2026-05-17,,0
5110,Social Media,10,56.7,567.0,70,0,71.1,2026-01-15,2026-06-21,1
5111,Paid Search,10,74.61,746.1,119,3,31.7,2026-06-01,,0
5112,Email,7,10.0,70.0,96,1,68.3,2026-03-24,,0
